-1961000000 23 -1888000000 4695000000 53 1330000000 0 127000000 10499000000 78 0 223000000 1001000000 -1813000000 -2445000000 0 0 13402000000 0 58 14356000000 -569000000 869000000 632000000 580000000 306000000 473000000 7116000000 0 0 0 -1020000000 197000000 1285000000 483000000
-2723000000 67 -3114000000 10592000000 75 2175000000 0 5000000 11019000000 104 0 935000000 1020000000 -1324000000 -2180000000 0 0 19259000000 4086000000 59 15724000000 -346000000 2311000000 856000000 1012000000 -1181000000 -235000000 15353000000 0 0 0 2208000000 660000000 675000000 3799000000
-150000000 143 -5311000000 15135000000 60 1768000000 0 7000000 15620000000 88 0 829000000 1342000000 4099000000 3212000000 0 0 23084000000 4091000000 63 27030000000 330000000 2240000000 887000000 1004000000 1799000000 -1026000000 16043000000 0 0 0 170000000 -146000000 3080000000 -315000000
-708000000 135 -6151000000 11591000000 51 1085000000 0 6000000 11096000000 73 2477000000 667000000 1487000000 5496000000 4616000000 0 0 27510000000 4091000000 73 29894000000 -2994000000 2249000000 880000000 863000000 443000000 -633000000 18330000000 0 0 0 2856000000 -604000000 6249000000 -1259000000
600000 32 -271182000 520215000 23 598111000 -260298000 7000 3106967000 124 0 0 189544000 657915000 624074000 0 0 1292547000 76389000 50 3098036000 236404000 28845000 33841000 2308609000 0 426323000 604461000 0 0 0 177445000 540210000 685281000 127907000
2698000 26 -195757000 531293000 40 1112471000 -203513000 7000 3241668000 144 0 0 207795000 663016000 626398000 0 0 1286034000 199835000 50 3252146000 234640000 49872000 36618000 2556557000 0 172715000 1052668000 0 0 0 445679000 514360000 545250000 331217000
3092000 25 -228446000 562945000 3 104671000 -227657000 7000 5390248000 130 0 446351000 284693000 854802000 781394000 -4465000 0 1432030000 995426000 45 4453613000 287569000 748125000 73408000 3936955000 0 194223000 1636311000 0 0 0 599619000 -1007800000 708991000 575911000
-7484000 19 -234747000 603332000 2 90782000 -244096000 7000 5314246000 130 0 433925000 269476000 818296000 752888000 -4213000 0 1434577000 989484000 45 4422772000 279490000 687125000 65408000 4174768000 0 174667000 1213161000 0 0 0 -426322000 -13889000 689642000 -445952000
1156000000 30 -8165000000 0 93 14259000000 -973000000 19764000000 106606000000 168 0 2625000000 6757000000 50155000000 50155000000 0 0 16597000000 1577000000 38 64304000000 13118000000 4179000000 0 1764000000 -24042000000 8320000000 16960000000 106215000000 0 0 16896000000 3513000000 53666000000 -16379000000
980000000 35 -9571000000 0 40 13844000000 -76000000 23313000000 112258000000 108 0 3031000000 7946000000 53483000000 53483000000 0 0 20624000000 4616000000 39 70537000000 13973000000 4142000000 0 2111000000 -9027000000 13408000000 28987000000 130162000000 0 0 18266000000 -415000000 59713000000 -37549000000
1285000000 45 -11247000000 0 52 21120000000 -238000000 27416000000 140089000000 111 0 3624000000 11257000000 72515000000 72515000000 0 0 22471000000 5116000000 40 93626000000 19121000000 3893000000 0 2349000000 -44417000000 15188000000 53329000000 164065000000 0 0 29305000000 7276000000 81266000000 -17716000000
1348000000 36 -12734000000 0 85 20484000000 217000000 31251000000 131376000000 135 0 2930000000 10505000000 61372000000 61372000000 0 0 27010000000 5414000000 39 84263000000 15685000000 3206000000 0 2132000000 -32022000000 -1867000000 75427000000 170430000000 0 0 22057000000 -636000000 65824000000 -20483000000
-54000000 92 -491000000 3671000000 144 9595000000 -56000000 16000000 4581000000 259 0 0 897000000 5610000000 5332000000 -10000000 0 2298000000 6277000000 76 14209000000 1204000000 1890000000 278000000 1150000000 1775000000 -426000000 14292000000 118000000 0 0 -601000000 3694000000 6267000000 -3442000000
-651000000 102 -612000000 4194000000 74 8348000000 -203000000 16000000 4426000000 141 0 159000000 786000000 2760000000 2369000000 -577000000 0 2485000000 5862000000 78 15534000000 595000000 1513000000 391000000 1124000000 308000000 -193000000 10538000000 92000000 0 0 -5000000 -1247000000 3549000000 -3293000000
-206000000 130 -532000000 13080000000 77 8399000000 -434000000 17000000 4500000000 150 0 5276000000 836000000 7331000000 6645000000 -300000000 0 2565000000 13168000000 80 18359000000 1501000000 19709000000 686000000 1719000000 29000000 1503000000 29240000000 145000000 0 0 16623000000 51000000 7535000000 5752000000
-44000 19 -202450000 2360992000 8 1231006000 -1486572000 2678000 85451348000 97 0 0 170793000 898355000 824458000 0 0 803561000 0 3 2507819000 331023000 3499713000 73897000 6981494000 0 3830847000 1396606000 0 0 0 0 164398000 788125000 -740987000
-28594000 14 -264457000 2749185000 10 1808513000 -1304569000 2711000 116586761000 97 0 241205000 196617000 753497000 669863000 0 0 899582000 0 2 2982366000 388087000 3481744000 83634000 8593852000 -117794000 2310596000 1995632000 0 0 0 566402000 577507000 1464654000 -502992000
